Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
PZ5-W;294;PZ5;18-11-2019;14:05;GW;Sample;BST1;;;21.33;;;;;;;;;18.354;0.082;222.182;102961.32;45145.12;12.972;22399.26;2851.232;128405.64;28075.46;255129.4;3.398;1.572;1.234;1082.078;5704.322;0;27.762;5.902;-4.294;1.736;12.042;3.374;975.634;8;-0.074;-0.082;0.44;135.662;1.634;;;;;;0.468;-99;346.387;0.063;1.131;0.102;0.019;197.341;;0.0004;1.0749;0.0037;0.0556;0.9598;0.0512;0.042;11.084;2.0255;0.0508;0.0011;0.6678;0.2729;;0.0196;0.829;0.0168;0.0091;0.0023;0.0956;0.0098;0.0064;0.0076;0.0036;0.5084;;0.481;2.888;340.118
PZ6-1;293;PZ6;1-11-2019;12:52;GW;Sample;BST1;;;6.93;;;;;;;;;18.986;0.062;167.554;165855.64;33123.9;11.706;28899.78;1645.916;12962.196;6814.246;218129.4;2.982;0.942;1.352;1043.546;14065.302;0;29.366;3.01;-1.844;5.358;0.85;0.706;760.882;0.226;-0.074;-0.126;-0.004;86.192;0.088;;;;;;0.102;-99;458.7;0.063;1.874;0.102;0.019;0.79;;0.0001;1.0163;0.0463;0.0045;1.1517;0.0107;0.046;0.1616;0.0044;0.0073;0.0394;0.0691;0.0376;;0.0252;0.7527;0.0078;0.0275;0.0146;0.1358;0.0914;0.1739;0.0463;0.0171;0.4436;;0.814;1.59;297.765
PZ6-2;292;PZ6;2-11-2019;12:22;GW;Sample;BST1;;;;;;;;;;;;19.708;0.052;170.868;158486.72;33546.56;12.548;29111.86;1803.054;16794.056;7970.186;216125.8;3.644;0.83;1.102;1042.522;14424.99;0;28.908;1.532;-3.592;4.712;0.86;2.484;763.594;0.42;0.07;-0.116;0.016;86.472;0.856;;;;;;0.102;-99;449.284;0.063;1.874;0.102;0.019;0.964;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8305;1.651;323.184
PZ6-3;291;PZ6;2-11-2019;16:02;GW;Sample;BST1;;;6.65;;;;;;;;;18.488;0.028;171.562;160896.46;33758.96;10.42;28485.22;1678.092;17597.186;8665.292;221358.6;3.206;1.314;1.29;1041.432;14595.292;0;29.208;3.54;-3.964;3.494;1.082;2.69;776.402;0.498;-0.044;-0.294;0;86.96;2.444;;;;;;0.102;-99;455.395;0.063;1.976;0.102;0.019;1.311;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8165;1.447;271.433
PZ6-4;290;PZ6;2-11-2019;19:00;GW;Sample;BST1;;;;;;;;;;;;21.258;-0.032;170.03;161326.06;34207.8;14.114;28648.54;1607.454;17736.606;7903.652;219807;3.47;1.014;1.076;1028.726;14303.484;0;28.69;2.024;-1.344;2.048;0.54;1.71;771.892;0.424;-0.076;-0.254;-0.012;87.01;1.588;;;;;;0.102;-99;448.253;0.063;1.976;0.102;0.019;2.005;;0.0001;1.0651;0.0274;0.0848;1.1351;0.0076;0.0843;0.1049;0.0323;0.0855;0.0395;0.0791;0.0221;;0.0288;0.7773;0.0028;0.0227;0.0023;0.0507;0.027;0.0214;0.0365;0.0029;0.5546;;0.867;1.361;290.19
PZ6-5;289;PZ6;3-11-2019;11:48;GW;Sample;BST1;;;;;;;;;;;;19.182;-0.002;164.638;156637.94;33059.6;11.558;28231.76;1411.526;17373.124;8481.326;212188.4;3.452;0.478;1.18;995.274;14133.638;0;28.89;2.02;-0.82;3.55;0.64;2.17;752.82;0.61;-0.078;-0.11;-0.02;85.722;0.04;;;;;;0.102;-99;438.566;0.063;1.976;0.102;0.019;10.626;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8394;1.306;289.028
PZ6-6;288;PZ6;3-11-2019;14:45;GW;Sample;BST1;;;;;;;;;;;;17.662;0.004;169.456;158934.1;33608.66;12.804;29366.86;1470.108;30225.26;7829.908;215651;3.08;0.51;1.068;1012.418;14743.868;0;29.734;1.708;-1.738;1.83;0.036;1.88;763.246;0.328;-0.134;-0.114;0.004;87.392;2.392;;;;;;0.102;-99;428.588;0.063;1.874;0.102;0.019;26.776;;0.0001;1.0034;0.0044;0.1229;1.1789;0.0028;0.0602;0.6968;0.052;0.1087;0.0208;0.0444;0.0016;;0.0219;0.7663;0.0017;0.0121;0.0021;0.0573;0.0029;0.0018;0.0124;0.0028;0.5179;;0.8417;1.261;288.154
PZ6-7;287;PZ6;4-11-2019;08:10;GW;Sample;BST1;;;9.98;;;;;;;;;18.904;-0.008;173.254;153660.18;32109.38;12.806;27960.28;1230.796;52236.66;7997.164;212039.8;2.988;0.81;1.258;961.288;13547.354;0;29.092;3.166;-4.174;1.286;1.048;0.37;729.768;1.188;-0.022;0.014;0.08;82.766;1.584;;;;;;0.102;-99;379.054;0.063;1.565;0.525;0.019;61.831;;0.0001;1.0141;0.0186;0.0503;1.1748;;0.0484;2.8972;0.3832;0.0413;0.0243;0.0868;0.022;;0.0116;0.7652;0.0039;0.0146;0.0024;0.0692;0.0185;0.0023;0.0289;0.0023;0.5595;;0.8144;1.073;298.904
PZ6-8;286;PZ6;4-11-2019;11:10;GW;Sample;BST1;;;;;;;;;;;;18.586;-0.006;178.968;143112.38;31650.18;11.238;28017.4;1285.98;64100.14;8061.384;202068;2.88;0.572;1.046;962.21;13529.458;0;30.06;2.656;-3.93;2.166;2.112;3.402;721.908;1.772;-0.076;-0.28;0.136;80.75;0.06;;;;;;0.102;-99;343.899;0.063;1.36;0.946;0.019;86.56;;;1.0246;0.0175;0.0515;1.1543;0.0061;0.0495;3.8974;0.5076;0.0487;0.0241;0.1127;0.0256;;0.0169;0.7924;0.0038;0.0165;0.0021;;0.0132;0.0034;0.0259;0.0026;0.5453;;0.8787;1.128;312.359
PZ6-9;285;PZ6;4-11-2019;14:10;GW;Sample;BST1;;;;;;;;;;;;16.19;0.048;178.782;136670.58;30896.52;12.66;27116.32;1319.424;71694.14;7909.322;201543.4;3.168;0.71;1.352;936.708;13049.632;0;28.952;3.306;-2.692;4.612;2.788;1.028;712.772;2.068;0.068;-0.084;0.184;78.83;0.076;;;;;;0.133;-99;325.102;0.063;1.257;1.532;0.019;103.376;;0;1.0399;0.0194;0.0539;1.1327;0.0063;0.0473;4.3749;0.6494;0.0494;0.0262;0.1444;0.04;;0.0166;0.8225;0.0025;0.0155;0.0022;0.008;0.0146;0.0018;0.0267;0.0023;0.4964;;0.7911;1.081;311.069
PZ6-10;284;PZ6;4-11-2019;17:05;GW;Sample;BST1;;;;;;;;;;;;19.836;0.02;183.188;131087.08;30329.68;23.28;26964.2;1298.288;82321.06;7782.768;189514.68;2.918;0.98;1.284;923.166;13300.992;0;29.248;5.994;-2.73;2.54;3.4;1.958;701.15;2.684;0.04;-0.128;0.272;78.256;0.866;;;;;;0.102;-99;297.033;0.063;1.131;1.866;0.019;114.054;;0;1.0213;0.0179;0.0481;1.1246;;0.0496;5.7537;0.8158;0.0522;0.0229;0.1715;0.0503;;0.0142;0.7683;0.0077;0.015;0.0021;;0.0159;;0.0254;;0.4418;;0.8148;1.075;307.919
PZ6-11;283;PZ6;5-11-2019;09:47;GW;Sample;BST1;;;13.51;;;;;;;;;18.378;0.004;189.224;131405.06;31235.64;16.414;26786;1064.736;82935.98;7495.352;199476.76;2.93;0.682;1.196;934.534;12229.622;0;28.138;8.466;-5.582;1.502;5.536;2.716;720.974;3.514;-0.074;-0.126;0.29;77.214;0.078;;;;;;0.133;-99;294.43;0.063;1.131;0.356;0.019;118.174;;0;0.9987;0.0138;0.0445;1.1103;;0.0433;6.138;0.9408;0.0404;0.0212;0.2074;0.0536;;0.0143;0.7767;0.0048;0.0128;;0.0658;0.0104;;0.0243;0.0021;0.5242;;0.8165;0.924;299.284
PZ6-12;282;PZ6;5-11-2019;12:45;GW;Sample;BST1;;;;;;;;;;;;18.148;0.02;195.206;125073.08;30877.3;13.128;26565.84;1017.834;92832.32;7498.28;200344.6;2.768;0.974;1.11;923.836;12292.576;0;32.984;4.9;-2.146;0.996;3.792;2.23;723.236;4.214;-0.074;-0.028;0.404;76.234;0.07;;;;;;0.133;-99;272.56;0.063;1.027;0.609;0.019;132.324;;0;1.0386;0.0145;0.0479;1.1137;0.006;0.0389;6.4528;1.0303;0.0419;0.0197;0.2429;0.0629;;0.0159;0.8123;0.0022;0.014;0.0021;0.06;0.013;;0.0225;;0.5679;;0.8261;0.893;280.909
PZ6-13;281;PZ6;5-11-2019;15:43;GW;Sample;BST1;;;;;;;;;;;;17.704;0.002;193.096;118418.74;29924.78;15.166;25507.46;1078.396;93043.54;6879.266;197035.42;2.792;1.116;1.166;897.228;12686.776;0;30.782;5.996;-1.366;1.442;5.04;1.628;704.262;4.724;-0.104;-0.146;0.48;74.414;0.082;;;;;;0.133;-99;256.711;0.063;0.924;0.356;0.019;138.081;;0;1.0462;0.0047;0.0377;1.1355;0.0028;0.04;6.8491;0.9963;0.0465;0.0133;0.202;0.0134;;0.0133;0.8267;0.0028;0.0089;0.0021;;0.0035;0.0019;0.01;;0.5128;;0.7973;0.882;300.797
PZ6-14;280;PZ6;6-11-2019;11:35;GW;Sample;BST1;;;;;;;;;;;;17.472;0.01;197.212;125021.86;30841.12;13.318;25902.46;1130.39;91143.02;7289.078;206972.4;3.056;0.91;1.11;912.814;11917.624;0;30.746;4.368;-2.398;2.416;7.25;1.53;695.28;4.676;-0.104;-0.232;0.436;75.82;1.642;;;;;;0.133;-99;262.023;0.063;0.924;0.102;0.019;138.017;;0;1.0501;0.0155;0.0454;1.1205;0.0035;0.0397;6.6115;1.1658;0.0432;0.0174;0.2742;0.087;;0.0142;0.8309;0.0017;0.0135;0.0022;0.0495;0.016;0.002;0.022;0.0027;0.5342;;0.8289;0.66;303.622
PZ6-15;279;PZ6;6-11-2019;15:10;GW;Sample;BST1;;;16.53;;;;;;;;;16.494;0.006;194.646;110564.7;29508.16;11.966;24626.38;1081.23;94630.8;6573.592;202205.6;2.628;0.808;1.006;875.292;11775.9;0;29.834;5.388;-1.892;2.706;7.022;0.684;675.658;5.37;0.068;-0.302;0.496;71.958;0.894;;;;;;0.133;-99;243.258;0.063;0.821;0.102;0.019;151.949;;0.0001;1.0589;0.0145;0.0431;1.127;0.007;0.0395;7.3786;1.2708;0.0403;0.0174;0.3158;0.0996;;0.015;0.8326;0.0046;0.0115;0.0021;0.0428;0.0135;;0.021;0.0028;0.5508;;0.7982;0.635;315.753
PZ6-S1;278;PZ6;8-11-2019;11:05;GW;Sample;BST1;;;14.93;;;;;;;;;19.204;0.018;192.158;124675.52;30762.46;13.348;25174.44;1190.432;85807.44;9244.222;195924.6;3.19;1.252;1.162;902.472;11987.708;0;30.93;4.16;-1.844;2.622;5.366;0.044;720.126;4.284;-0.046;-0.06;0.354;83.66;0.066;;;;;;0.133;-99;278.976;0.063;1.027;0.102;0.019;126.621;;0.0001;1.0597;0.0169;0.0423;1.149;0.0088;0.0376;6.527;1.0531;0.0334;0.0164;0.2383;0.0857;;0.0178;0.8055;0.0025;0.0129;0.0021;0.0809;0.0202;0.0304;0.0201;0.0028;0.5591;;0.7534;0.667;313.003
PZ6-W;277;PZ6;18-11-2019;14:50;GW;Sample;BST1;;;13.87;;;;;;;;;17.066;0.036;186.96;135472.98;31182.3;11.856;26024.46;1407.424;75367.66;10835.622;201440.2;3.156;0.69;1.212;919.326;12205.776;0;32.496;4.468;-0.424;3.098;4.48;2.44;742.412;3.212;0.016;-0.072;0.166;92.984;0.066;;;;;;0.133;-99;305.613;0.063;1.131;0.102;0.019;112.089;;0.0001;1.058;0.0162;0.0338;1.1617;;0.0335;5.6998;0.9069;0.0296;0.021;0.1944;0.0605;;0.0179;0.8166;0.002;0.0133;;0.0897;0.0121;0.0095;0.0223;0.0031;0.5447;;0.7576;0.792;319.121
PZ3-NGW;276;PZ3;25-9-2019;14:12;GW;Sample;BST1 - GW;0;;8.64;;13.8;6.71;13.8;1859;;;;25.686;0.004;240.836;200793;30489.62;14.556;31623.06;2249.31;12423.292;8917.922;200730.4;2.846;0.754;1.16;1963.46;9535.75;0;27.904;0.142;-3.11;-0.008;0.414;2.386;831.834;0.186;0.01;-0.166;-0.004;65.688;0.042;;;;;;0.133;-99;440.758;0.063;1.874;0.102;0.019;0.964;;0;1.0506;0.0933;0.0219;1.2093;0.0088;0.0372;;0.0017;0.0162;0.0467;0.075;0.0346;;0.0371;0.733;0.0056;0.0294;0.0111;0.1245;0.093;0.0057;0.0933;;0.5133;;1.1057;1.436;340.377
PZ4-NGW;275;PZ4;25-9-2019;14:26;GW;Sample;BST1 - GW;0;;5.84;;13.5;6.69;47.66;3283;;;;25.39;0.115;197.405;232747.8;75515.15;28.32;27846.785;1916.86;56842.05;16317.525;524373;6.435;-0.27;3.47;2036.095;16242.025;0;75.195;-0.165;-9.44;3.135;0.97;2.275;1624.065;0.58;0.02;-0.41;-0.045;263.345;5.87;;;;;;0.196;-99;1114.006;0.063;4.526;0.102;0.019;1.369;;0.0002;1.0561;0.0056;;0.9044;0.0032;;;0.0021;0.0017;0.002;0.0027;0.0021;;;0.7073;0.0092;0.0008;;;0.0587;;0.0084;0.0034;0.7686;;1.0015;0.777;177.152
PZ5-NGW;274;PZ5;25-9-2019;14:45;GW;Sample;BST1 - GW;0;;3.72;;13.6;6.63;42.3;5089;;;;29.645;0.08;208.37;203675.75;144162.9;24.56;26230.93;2002.45;70696.9;18545.585;834833;7.91;0.915;2.445;4100.975;25472.68;0;74.985;4.9;-4.69;2.12;0.31;3.235;2904.455;0.02;0.385;-0.435;-0.015;298.515;0.1;;;;;;0.288;-99;1809.287;0.063;7.741;0.102;0.019;1.138;;0.0007;1.0819;0.0047;0.0004;0.6288;0.018;0.0022;0.0506;0.0014;0.0025;;0.0024;0.002;;0.0031;0.8444;0.0074;0.0008;;;0.064;0.0043;0.0057;;0.9072;;1.1501;0.628;113.903
PZ6-NGW;273;PZ6;25-9-2019;15:03;GW;Sample;BST1 - GW;0;;7.24;;14;6.83;27.3;1906;;;;21.29;0.04;178.218;190676.76;33632.24;11.652;29920.34;2187.298;25147.94;6899.478;215231.6;2.998;0.694;1.2;1097.74;15025.712;0;30.942;1.446;-1.656;0.496;0.638;0.842;742.374;0.358;-0.162;-0.168;-0.006;83.09;0.054;;;;;;0.102;-99;455.901;0.063;1.874;0.102;0.019;1.138;;0.0005;1.0531;0.0615;0.0092;0.9856;0.0085;0.041;;0.0094;0.0067;0.047;0.0755;0.0417;;0.0243;0.7287;0.0035;0.0277;0.0084;;0.0903;0.0054;0.0637;;0.5961;;0.8177;1.138;289.512
PZ7-NGW;272;PZ7;25-9-2019;10:53;GW;Sample;BST1 - GW;0;;8.63;;15.35;6.54;33.45;1767;;;;21.98;0.032;300.558;194165.94;39063.84;12.352;32146.26;2568.372;13950.528;10034.772;162062.48;2.944;0.494;1.092;1496.036;9699.094;0;30.206;1.462;-5.55;2.232;-0.082;2.358;669.764;0.046;-0.018;-0.126;-0.016;34.202;0.056;;;;;;0.133;-99;412.824;0.063;1.771;0.102;0.019;0.558;;0;1.0359;;;1.0329;0.0023;;0.045;0.002;0.0017;0.0005;0.0004;0.001;;0.0016;0.7358;0.0023;0.0009;0.0021;;0.003;0.063;0.0008;0.0027;0.5063;;1.2418;1.476;351.57
PZ8-NGW;271;PZ8;25-9-2019;11:30;GW;Sample;BST1 - GW;0;;5.6;;14;6.53;-99;3263;;;;32.135;-0.01;207.925;251449.15;71422.7;25.74;28027.085;1715.635;66629.85;11842.13;458065.15;5.805;0.675;2.375;1950.46;15762.87;0;80.305;2.67;-8.22;5.75;-0.005;3.875;1515.06;0.015;-0.045;-0.745;-0.015;191.335;0.13;;;;;;0.165;-99;1072.892;0.063;4.323;0.102;0.019;1.022;;0;1.0553;0.0011;;0.7897;0.0023;0.0006;0.0528;0.0016;;0.0006;0.0003;0.0011;;;0.6853;0.011;0.0008;0.0021;;0.0039;0.0064;0.0002;0.0022;0.8141;;1.0237;0.386;166.975
PZ9-NGW;270;PZ9;25-9-2019;11:52;GW;Sample;BST1 - GW;0;;7.57;;14.7;6.55;-99;1889;;;;21.906;-0.034;222.096;192275.68;34088.88;11.06;30297.7;1402.026;20334.24;6652.01;210001.2;2.948;0.562;1.21;1481.016;8483.9;0;31.05;2.912;-6.322;-0.682;-0.034;0.728;699.34;0.334;-0.104;-0.058;-0.014;74.872;0.042;;;;;;0.133;-99;452.16;0.063;1.874;0.102;0.019;0.558;;;1.0506;;;0.993;0.0025;0.0003;0.0082;0.0015;;0.0007;0.0005;0.0016;;;0.7198;0.0029;0.0008;0.0022;;;0.0332;0.0005;0.0023;0.6194;;0.9425;0.572;282.288
PZ10-NGW;269;PZ10;25-9-2019;12:13;GW;Sample;BST1 - GW;0;;3.74;;14.34;6.43;34.6;4898;;;;27.73;0.03;203.345;193476.45;135603.5;23.98;26415.98;1538.66;69963.6;19013.36;758832.5;8.575;0.11;2.18;4010.635;25941.665;0;77.65;1.65;-9.69;15.995;0.285;0.75;2827.645;0.45;-0.185;-0.555;0.01;312.325;2.12;;;;;;0.258;-99;1720.925;0.063;7.242;0.102;0.019;1.254;;0;1.077;0.0009;;0.5873;0.0025;;0.0136;0.0018;0.0017;0.0004;0.0002;0.001;;;0.8156;0.0114;0.0009;0.0021;0.0279;0.004;0.0068;0.0006;0.0028;1.0152;;1.1547;0.336;112.901
PZ11-NGW;268;PZ11;25-9-2019;12:29;GW;Sample;BST1 - GW;0;;6.88;;14.1;6.63;21.77;2070;;;;22.358;0.042;215.742;177470.24;39689.22;21.014;29217.96;1384.374;18627.276;8708.946;241162;2.69;0.038;1.546;1133.102;11811.618;0;31.82;3.026;-4.998;-0.098;-0.094;1.974;783.24;0.728;-0.076;-0.076;-0.022;116.076;0.79;;;;;;0.133;-99;529.078;0.063;2.182;0.102;0.019;0.441;;;1.0588;0.001;;0.8522;0.0023;;0.0793;0.0017;;0.0007;0.0003;;;0.0008;0.7078;0.0019;0.0008;;;;0.0176;0.0004;0.0021;0.7664;;0.8567;0.233;234.476
C1-NGW;267;C1;25-9-2019;15:28;GW;Sample;BST1 - GW;0;;8.94;;13.8;6.7;52.1;1916;;;;28.43;0.054;265.976;210433.4;30372.64;11.432;33245.46;1990.194;19621.342;8732.764;202597.4;2.97;0.676;1.09;2005.416;11353.04;0;30.582;0.804;-5.024;-0.212;0.276;2.498;817.294;0.078;0.068;-0.266;-0.012;54.404;0.846;;;;;;0.102;-99;454.672;0.063;1.976;0.102;0.019;0.5;;;1.051;0.0013;;0.9606;0.0025;0.0003;;0.0031;0.0017;0.0008;0.0003;0.0036;;;0.6851;0.003;0.0009;;0.0158;0.0039;0.0029;0.0011;;0.6824;;1.2918;1.078;317.576
C2-NGW;266;C2;25-9-2019;15:41;GW;Sample;BST1 - GW;0;;5.8;;13.5;6.72;49.06;3301;;;;28.6;0.015;207.645;235454.8;79839.2;28.175;27882.625;1666.92;61768;14902.41;518036.5;5.665;0.615;2.145;2088.07;16100.155;0;81.145;-0.22;-12.065;4.33;0.33;2.435;1639.82;-0.01;0.025;-0.18;-0.035;237.84;2.085;;;;;;0.196;-99;1134.647;0.063;4.627;0.102;0.019;1.196;;0;1.0527;0.001;;0.6986;;;0.02;0.0019;0.0017;0.0007;0.001;0.0018;;0.001;0.6983;0.0044;0.0008;0.0023;0.0338;0.0041;;;0.0022;0.8767;;1.0335;0.356;169.636
PZ1-NGW;265;PZ1;25-9-2019;13:14;GW;Sample;BST1 - GW;0;;7.77;;13.8;6.77;25.5;1988;;;;20.804;0.012;195.848;157240.18;38854.74;13.524;29343.46;1499.532;19965.322;8853.72;254728.4;2.896;0.688;1.156;1139.228;13939.854;0;32.134;3.034;-4.438;1.278;1.394;1.428;810.158;0.2;0.076;0.034;-0.014;83.502;0.052;;;;;;0.133;-99;498.371;0.063;2.079;0.102;0.019;0.558;;0.0005;1.0539;0.0251;;0.8845;0.0052;0.0101;0.0526;0.0018;0.002;0.011;0.0184;0.0121;;0.0033;0.7331;0.0029;0.0062;0.0054;0.0343;0.0803;0.0025;0.0294;0.0024;0.7359;;0.8585;0.739;233.819
PZ12-NGW;264;PZ12;25-9-2019;13:00;GW;Sample;BST1 - GW;0;;3.6;;14.2;6.42;15.52;8937;;;;45.86;-0.1;388.62;567676.3;184826.7;58.27;26494.72;2588.79;186812.2;31402.01;1532490;14.92;1.46;3.55;8465.32;38153.23;0;171.96;5.07;-21.42;7.42;0.01;1.2;5107.22;-0.02;0.22;-0.43;-0.14;592.74;8.18;;;;;;0.227;-99;2761.245;0.063;14.008;0.102;0.019;1.369;;;1.0755;;;0.4485;0.0024;0.0011;0.0616;0.0017;0.0017;0.0006;0.0003;0.0011;;0.0006;0.688;0.0016;0.0008;;;;0.0022;0.0005;0.0022;1.1153;;1.2761;0.301;93.732
PZ2-NGW;263;PZ2;25-9-2019;13:29;GW;Sample;BST1 - GW;0;;3.53;;14.1;6.52;19.16;8934;;;;46.57;-0.07;434.04;563524.6;204540.8;36.77;23092.63;3067.97;185560.2;57456.99;1516864;11.76;3.75;3.16;8173.58;39211.3;0;158.27;16.63;-18.68;7.96;-0.44;6.38;5266.75;0.09;-0.25;-1.46;-0.05;935.61;0.15;;;;;;0.165;-99;2764.546;0.063;14.008;0.102;0.019;1.369;;0.0037;1.0742;0.0198;0.0118;0.42;;0.0193;0.1124;0.0035;0.0069;0.0107;0.0165;0.0082;;0.0012;0.681;0.1021;0.006;0.004;0.0105;0.0719;0.027;0.0245;;1.0623;;1.1379;0.677;100.409
PZ1-51;422;PZ1;19-12-2019;11:03;GW;Sample;BST2;0;;15.59;;9.9;7.14;118.5;1235;;;;15.11;0.034;230.162;125489.04;39832.86;24.986;14899.166;894.674;75801.68;45248.6;306952.4;4.82;1.6;2.99;1461.798;5212.156;;1.016;9644.24;64.8;49.734;6.762;0.258;1151.118;6.264;-0.008;0.044;0.466;276.76;0.428;;;;;;0.37;-99;473.293;0;1.568;0;0;167.452;;0.0005;1.1094;0.0034;0.0509;1.2567;0.0373;0.0667;12.3046;2.2021;0.0125;0.0022;0.3831;0.2902;;0.0147;1.3822;0.0054;0.0064;;;0.0115;0.0316;0.0054;;0.5615;;0.3391;0.818;282.213
PZ1-52;423;PZ1;28-12-2019;14:28;GW;Sample;BST2;0;;17.29;;8.86;7.18;132.4;1204;;;;10.6;0.034;195.888;80748.46;28057.02;20.038;16060.678;228.05;84342.64;45559.98;165709.66;4.68;1.196;1.322;419.336;2423.05;;1.87;11079.802;68.574;50.076;20.922;0.218;560.3;11.768;-0.036;0.06;0.698;121.886;0.754;;;;;;0.277;-99;123.739;0;0.325;0;0;194.113;;;0.9346;0.0038;0.0479;1.2401;0.0182;0.0545;14.6531;2.5602;0.015;0.0028;0.3338;0.1832;;0.0117;1.3359;;0.0067;0.0022;;0.011;0.0152;0.0049;;0.3438;;0.1878;0.189;309.561
PZ1-1;424;PZ1;6-1-2020;09:40;GW;Sample;BST2;0;;17.77;;9.2;7.15;142.8;1237;;;;11.728;0.022;194.096;81882.72;28374.72;20.552;15857.164;344.31;86733.98;43699.82;167116;4.75;1.146;1.27;458.556;2725.386;;2.208;11126.9;71.646;53.554;18.302;0.258;577.922;9.808;-0.014;0.008;0.62;122.696;1.378;;;;;;0.277;-99;126.198;0;0.325;0;0;192.676;;0.0003;0.9772;0.0033;0.0457;1.3214;0.0112;0.0529;13.334;2.2557;0.0167;;0.2914;0.1068;;0.0112;1.3441;;;0.0026;;0.0078;0.0302;0.0046;;0.3551;;0.2316;0.299;314.307
PZ1-3;425;PZ1;15-1-2020;10:20;GW;Sample;BST2;0;;18.27;;9.7;7.13;151.4;1237;;;;12.158;0.022;197.324;81847.02;28821.44;20.652;15845.934;410.058;84649.6;44728.44;166369.34;4.736;1.046;0.902;452.206;2904.926;;2.446;11181.368;71.588;53.062;22.632;0.344;575.992;10.838;-0.012;0.01;0.542;123.982;1.832;;;;;;0.289;-99;126.3;0;0.325;0;0;192.839;;0.0005;0.9776;0.003;0.0572;1.2694;0.0117;0.0468;12.064;2.2573;0.0187;0.0029;0.3084;0.1083;;0.0134;1.3155;;0.0068;0.0024;;0.0082;0.0069;0.0042;;0.3643;;0.1985;0.344;319.719
PZ1-4;426;PZ1;24-1-2020;10:11;GW;Sample;BST2;0;;;;8.9;7.07;48.52;1244;;;;12.676;0.01;199.158;84290.16;29358.96;13.178;16737.684;474.076;87233.68;43324.52;174833.12;3.424;1.342;1.754;481.244;3212.938;;-0.648;1758.266;4.154;7.448;23.77;-0.012;593.44;9.47;-0.002;0.008;0.562;126.298;-0.136;;;;;;0.3;-99;132.932;0;0.371;0;0;190.373;;0.0002;0.9252;;0.0471;1.2823;0.0112;0.0482;13.1129;2.3027;0.0146;0.0017;0.2889;0.0865;;0.0123;1.2887;0.0083;0.0072;;;;0.0074;0.0039;;0.2222;;0.2445;0.402;317.472
PZ1-5;427;PZ1;2-2-2020;14:21;GW;Sample;BST2;0;;18.5;;9.6;7.1;124.4;1266;;;;12.78;0.028;200.34;86096.54;29312.48;-5.488;16723.75;518.158;84847.82;42800.44;173128.68;4.518;1.382;1.706;509.188;3176.57;;2.578;11349.168;71.446;52.29;22.956;0.184;595.444;8.664;-0.028;0.036;0.488;125.942;0.182;;;;;;0.3;-99;135.706;0;0.371;0;0;185.225;;0.0002;0.9711;0.0027;0.059;1.2613;0.0125;0.0419;11.784;2.1343;0.0162;0.0016;0.2761;0.0835;;0.0115;1.3343;0.0023;0.009;;;0.0074;0.0098;0.0034;6.082;0.2586;;0.2539;0.474;331.921
